,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content
30643,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP,text/html,text/plain,eu,"{""eMeterError"":true}"
31586,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l4jumy0vvf09amozjn0rstc3m&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/20/region-long-term-care-homes-step-up-covid-19-protocols.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31598,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l5dobexka2uwzkqlrsliz8vtzea&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/21/two-new-covid-19-cases-in-niagara-schools-reported-but-active-numbers-declining.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31611,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l5j7m4tep5mdoqnnl7mrwzs1vio&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/21/st-katharine-church-to-stop-using-shared-spoon-during-services-says-hirji.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31621,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l4vhnbt4ysnrflfkfncq7gavqs5&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/21/bride-devastated-by-mothers-absence-at-wedding-after-self-imposed-lockdown-by-private-ltc-home.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31653,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l769dini7wrggioxcwnxkhx3ug&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/22/niagara-says-yes-to-covid-friendly-trick-or-treating.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31666,20201103,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2l65wjmjff011cijtdiwudpfztep&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/council/2020/10/22/st-catharines-has-changed-since-covid-and-budget-priorities-should-too-mayor-says.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31686,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2n035396gklqbmnxohk6c6vdtjmd&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/22/niagara-public-health-to-dive-deeper-into-covid-19-data.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31704,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2n25z1367bz67zttwtx7h72guaf&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/23/with-street-closure-wrapped-up-st-paul-street-restaurants-plan-for-uncertain-future.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31724,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2n578803auftr8a62gxffwghu86k&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/23/non-profit-groups-need-more-help-to-get-through-pandemic-burch.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31740,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2n6x8wm283hz07bxagpb3jxjy4d&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/23/next-few-days-will-show-if-niagara-will-be-hit-by-thanksgiving-covid-19-surge.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31764,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2nb7pxr4j2wq42s11b37vmba3nnh&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/25/niagara-at-risk-of-return-to-stage-2-if-infection-increases-continue-hirji.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31801,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2ngptkj672rjq7eob7kmnl14mt&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/26/millennium-trail-manor-cant-shake-covid-19-outbreak.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31812,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2nip6oqrvokqvlv5cxo1bkepndn&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/life/2020/10/26/soups-on-is-off-due-to-the-pandemic.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31834,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2np3yi812cjptj2i5r15uhzedcb9&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/27/public-health-investigating-covid-19-cases-linked-to-thanksgiving-gatherings.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31847,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2nsi0gfabieje2b8l8lsk4am8xr9&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/27/covid-cases-continue-to-be-subtracted-from-niagara-school-counts.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31874,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2nxiwl7fq2boktgosmi67z9enwto&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/29/catholic-board-confirms-covid-19-case-at-port-colbornes-lakeshore-high-school.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31893,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2o0quvotgzqzrbtk55a2mfh4bvk&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/29/more-than-720-dsbn-students-to-return-to-in-person-learning.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31907,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2o2jzqo1a08jprsm6dljdj2vmpe&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/30/welland-port-colborne-cancel-santa-claus-parades-this-year.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31938,20201104,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kh2o6c5pkktqvx5gnwjggowluvrc7q&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2020/10/31/downtown-niagara-falls-throws-an-all-day-halloween-bash-with-nightmare-on-queen-street.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31952,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksvsa19nz5nfm8ssqgry13abzen1g&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/opinion/editorials/2021/01/01/maybe-it-wasnt-all-bad-but-we-are-still-happy-to-see-the-end-of-2020.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
31978,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP,text/html,text/plain,eu,"{""eMeterError"":true}"
32095,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksvxhe9tpqents6lhawpclzn2khu&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/life/2021/01/01/pandemic-did-not-stop-niagara-residents-from-safely-celebrating-new-years-eve.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32123,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksvzzbbhoe74jjwcg96nsci8a3al6&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/01/st-catharines-downtown-set-to-regain-momentum-post-pandemic.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32140,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksw24oekn21u8spiuk4zq74rnwp2d&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/01/downtown-st-catharines-in-survival-mode-through-2020.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32156,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksw4pq0bpo3xjg5vnuxf77sjysfck&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/01/new-years-eve-party-bus-event-in-niagara-falls-cancelled-while-under-police-scrutiny.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32170,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksway9unusxa6llhxvnwfgpcadc&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/01/more-than-50-new-years-partiers-ticketed-in-niagara-falls-and-st-catharines.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32184,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswes30fqjw4oqc2vsvktxypfm2z&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/life/2021/01/01/drive-by-birthday-parade-surprises-10-year-old-welland-boy.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32212,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswh8uu6cwqjid1zjujlunnb6vmn&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/02/niagara-starts-2021-by-setting-new-covid-19-records-for-cases-hospitalizations.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32218,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswjg9toqrd0c8xh9k53razrxr6s7&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/council/2021/01/02/niagara-falls-learning-from-covid-19-pandemic-diodati.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32242,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswn8jcpe2ro9z3wqea0u1nn7r9g&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/02/health-care-remains-top-issue-in-niagara-gates.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32264,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswp56z92iwqyzc45hmyxl3a4896m&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/03/a-look-back-at-march-2020-in-niagara.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32293,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswtpessjur3krbber3ix4vasca3e&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/03/2020-a-year-of-misinformation-muddled-messages-and-covid-19-infections.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32323,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswwrgt34cvxtnwsmle7b0dpbvngj&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/03/2021-may-be-the-year-of-the-vaccine-but-the-road-to-the-end-of-covid-19-will-be-long.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32335,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kkswz2jt0w4a7521ohh0k7i48eqy7md&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/04/a-look-back-at-april-2020-in-niagara.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32357,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksx3gf7z6rejlyhe5hgzcfb8uoe&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/04/niagara-tops-1000-active-covid-19-cases-for-first-time-nine-more-outbreaks-declared.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32367,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksx8tj37jdgaqszam65ltcm680zpo&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/business/2021/01/04/government-help-on-tap-for-brimstone-brewing-co.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32391,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksxn16yvc034jq9pxn2ykpsz5xjab&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/04/welland-city-hall-employee-tests-positive-for-covid-19.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32408,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksy1ftnizso93lynw0hnko4lffhhg&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/04/calls-have-increased-for-niagara-firefighters-since-pandemic-began.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32426,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksy3n8f7e5f7ebex387h0hidl5zjr&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/04/niagara-hospital-system-stretched-to-its-limits-by-covid-19.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32442,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksy6og0fv40vbbj3i7lasvikifthk&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/opinion/editorials/2021/01/05/frustration-grows-in-niagara-over-vaccine-rollout.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32471,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksy8qtczpm34sw5yj4bhuueifau&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/05/niagara-sees-slight-drop-in-covid-cases-no-sign-yet-of-vaccines-coming-here.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32480,20210205,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksyagrhpdby7oroeazzew7lot2dh&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/05/vaccines-bring-hope-for-beleaguered-niagara-cities-but-there-are-still-difficult-months-ahead.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32499,20210206,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksycf4k8zm2g0zkgvvke5xy9f22al&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/05/niagara-cities-faced-unprecedented-pandemic-storm-in-2020.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32513,20210206,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksygeo3i1rttl897den0k6ynswbom&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/05/a-look-back-at-may-2020-in-niagara.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32542,20210206,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksyn5bff96cdg245tbtv356az73qk&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/05/frustration-grows-as-niagara-awaits-news-of-covid-19-vaccine.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
32555,20210206,emeter-nam.mppglobal.com,https://emeter-nam.mppglobal.com/probes/JSONP?Cookie=AccessToken=idv2kksyorvpcvw8rr1mows1gym24ustnp&content=post&REQUEST_URI=https://www.stcatharinesstandard.ca/news/niagara-region/2021/01/05/33-deaths-attributed-to-niagaras-ltc-home-outbreaks-in-past-two-weeks.html&X-TokenId=A3E8650F772B49B69E044DAC39BE3AD3&callback=__jp0,text/html,text/plain,en,"__jp0({""MeterCounts"":{""articleCount"":0,""TheSpecArticleCount"":0,""TherecordArticleCount"":0,""ThepeterboroughexaminerArticleCount"":0},""AllowAccess"":true});"
