,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content
195542,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/6247,text/html,text/html,en,"Seagram Museum Collection RG 490 Toggle navigation Login Toggle navigation Seagram Museum Collection RG 490 Repository Home Archives & Special Collections Archival Resources Seagram Museum Collection RG 490 Repository Home Archives & Special Collections Archival Resources Seagram Museum Collection RG 490 JavaScript is disabled for your browser. Some features of this site may not work without it. Seagram Museum Collection RG 490 Browse by By Issue DateAuthorsTitlesSubjects Search within this collection: Go The Bronfman Family moved to Canada from Russia. They had made their money in the tobacco business, but found that the Canadian climate wasn’t conducive to growing tobacco. In 1924, they built a distillery in LaSalle, Montreal under the name of Distillers Corporation Ltd. In 1928, the Distillers Corporation acquired the stock from Joseph E. Seagram and Sons of Waterloo, Ontario. Bronfman built his business based on the appeal of brand names developed by Seagram, these included: Calvert, Dewars, and Seven Crown. His sales were boosted during the United States' experiment with prohibition. Bronfman stayed within the confines of both Canadian law where prohibition laws had been previously repealed and American law. American prohibition ended in 1933. At that time, Bronfman’s company owned a large, private stock of aged whisky. He was able to expand and establish a plant in the U.S.A. By 1948, the company’s profit was 53.7 million dollars. The company ventured into the oil and gas business during the 1950s and 1960s. By the end of 1965, the company had operations in 119 countries and their sales exceeded 1 billion dollars. The sale of whisky dropped in the 1960s, but higher end products like Crown Royal and Chivas continued to do well. Edgar Bronfman purchased stock in MGM Studios. Unfortunately, in 1970, MGM lost 25 million dollars. Edgar Bronfman had been the chairman of the studio, but at this point he resigned. In 1975, the name of the company was changed to the Seagram Company. The company continued to expand its liquor business. In 1980, its gas and oil properties in the U.S. were sold to Sun Co. Ltd. It retained its Canadian and international gas properties. In the late 1980s, Edgar Bronfman named his younger son, Edgar Jr. as his successor. Edgar Bronfman Jr. purchased 15% of Time-Warner in 1993 and 80% of MCA (now Universal Studios) which he sold in 1996 for 330 million dollars. In 1998, Bronfman announced that he would further expand his entertainment holdings by buying Polygram NV. In 2000, Edgar Bronfman announced that Seagram was being sold to the French conglomerate Vivendi. The Bronfmans retained 25% of the merged company which was called Vivendi Universal. The newly merged company didn’t work out and Vivendi Universal shares dropped from $77 to less than $25 a share. In 2003, Vivendi sold the Seagram building and auctioned off the Seagram art collection in order to pay its debts. The Seagram assets have since been acquired by other companies, such as Coca-Cola, Diageo, and Pernod Ricard. Sources: www.thecanadianencyclopedia.com and Opening program for the Seagram Museum Click here to view finding aid: http://dr.library.brocku.ca/bitstream/handle/10464/5218/Seagram%20Museum%20Collection%20RG%20490.pdf Current copyright applies. In some instances, researchers must obtain the written permission of the holder(s) of copyright and the Brock University Archives before publishing quotations from materials in the collection. Most papers may be copied in accordance with the Library’s usual procedures unless otherwise specified. Recent Submissions Atlas de France Vinicole, 1946 ﻿ Larmat, Louis (1946) An atlas of wines of France from a series. This particular Atlas is from the year 1946 and includes photographs, maps and descriptions. The descriptions are in French, English and Italian. Hedges & Butler Advertisement ﻿ Unknown author (1891-06-27) An advertisement for Hedges & Butler, Wine Merchants to the Queen, in London, England. The advertisement lists the prices for: Sherries, Ports, Clarets, Champagnes, Burgundies, and Madeiras. The Vintage in France: Bordeaux and the Claret Districts ﻿ Unknown author (1854-10-21) An article about the wine culture in France and the many districts known for their quality wine. The article focuses on Bordeaux wine making and includes illustrations of the city of Bordeaux and The Chateau Lafitte, ... The Vineyards of Champagne ﻿ Unknown author (1889-12-07) An article with illustrations that discusses the vineyards of Champagne. The article remarks on the history of wine, regions where the grapes are grown, and the types of wines produced by the vineyards. There are sixteen ... Illustration - ""Grape Culture - A new Source of Canadian Wealth"" ﻿ Unknown author (1879-10-25) An illustration from the ""Canadian Illustrated News"" that shows a group of individuals ""gathering the fruit"" and then a ""scene in the vineyard"". The Wine and Food Society Presents: Le diner de Noel Des Pape Clement V ﻿ The Wine and Food Society (1940) A menu from the event ""le Diner de Noel Des Pape Clement V to be held at St. Francis Hotel in San Francisco, California. The menu includes several varieties of wine, all highlighted in red ink. L'Encyclopedie Contemporaine - Les Eaux-De-Vie Des Charentes ﻿ Unknown author (1898-04-10) An article, in french, about the history and richness of Cognac. Article - Chardonnay ﻿ Olmo, Harold P. (Wine Advisory Board, San Francisco, California, U.S.A., 1971) An article published by the Wine Advisory Board in California, that discusses the history, culture and process of making Chardonnay. Temperance Poster - Alcohol Education Week ﻿ Ontario Temperance Federation () A poster advertising ""Alcohol Education Week...in Galt, Preston, Hespeler Schools, Churches, Service Clubs, Industry. A Community Study of Alcohol Problems"". In the top right corner is a picture of an individual, W. Gray ... Temperance Poster - ""Teen-Age Turn-Out"" Cornwall, Ontario ﻿ Ontario Temperance Federation () A poster produced by ""A Provincial Educational Project of the Ontario Temperance Federation"" for an event called ""Teen-Age Turn-Out"". The event is to take place at Cornwall Armouries. Temperance Poster - Teen Age Turnout ﻿ Ontario Temperance Federation () A poster for two days of events in Lindsay, Ontario. The poster is by the Ontario Temperance Federation and offers a ""Teen Age Turnout"" on Saturday November 14th and an assembly on Sunday November 15th featuring Dr. Wm. ... Music Score - The Drunkard's Home, As it was Temperance Song and As it is Chorus ﻿ Howard, Frank (W.W. Whitney, 111 Summit Street, Toledo, Ohio, 1868) A music score called ""The Drunkard's Home"" by Frank Howard. The front cover of the score has an illustration of two different experiences. One side of the illustration appears to be a family sitting by the fire as the ... Central Europe Labels ﻿ Unknown author () A selection of European alcohol labels, including: Grandezza Dansk Frugivinsfabrikat, Max and Moritz Perlwein, Gumpoldskirchner Konigswein Neuburger, Jisenski Biser. Photograph - The Home of Bacardi, Santiago de Cuba ﻿ Bonani (1928-10) A photograph of ""The Home of Bacardi - Santiago de Cuba"" from a folder containing six photograph in total. The package was created by Bacardi and contains photographs of historical places at Santiago de Cuba. Buffalo Liquor Store ﻿ Unknown author (1900-1920) A photograph of two men standing behind the counter of a liquor store. The reverse of the photo has a handwritten description that reads ""Buffalo Liquor Store 1900-1920"". The Making of Corks - Slides ﻿ Unknown author () A selection of slides displaying the process of cork making. There are seven slides displayed, but the collection is forty three in total. Slides - Rum Running ﻿ Unknown author (circa 1930) A selection of slides that appeared in the book ""Rum Across the Border"" by Allan Seymour Everest. The slides show Overton's Corners Border Station and the large volume of traffic that was inspected, a popular Canadian ... Hiram Walker Labels ﻿ Unknown author () Six labels from the Hiram Walker Company, established 1858. The labels are from Gold Crest Canadian Whiskey, Crystal London Dry Gin, Peppermint Schnapps Liqueur, Creme de Menthe, Crystal Vodka Distilled, and Canadian Club ... Gooderham's Labels ﻿ Unknown author () A collection of Gooderham's labels that include: Bonded Stock Canadian Whisky, London Dry Gin, Big Brown Jug Canadian Rye Whiskey, and Rich and Rare Canadian Whiskey. The labels indicate the distillery was established ... Sir Robert Burnett Labels ﻿ Unknown author () A collection of Sir Robert Burnett labels. The company was established in England in 1770, but these labels read ""Distilled and Bottled according to the Original Formula of Sir Robert Burnett Co., Ltd. London W.I., England ... View more Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Discover AuthorOntario Temperance Federation (3)Alberta Liquor Control Board (1)Board of License Commissioners for Ontario (1)Board of Liquor Control, St. John's, Nfld. (1)Bonani (1)Buffalo Citizens' Committee (1)Canadian Industrial Alcohol Company Limited (1)Grey Advertising Ltd. (1)Howard, Frank (1)Larmat, Louis (1)... View MoreSubjectAlcohol; Liquor; Canada (2)Liquor; Advertising; Canada (2)Liquor; Canada; Law (2)Liquor; Ontario (2)Alcohol; Beer; Canada (1)Alcohol; Canada; Gin; Liquor (1)Alcohol; Liqueur; Liquor; England (1)Alcohol; Liquor; Bacardi; Cuba; Rum (1)Alcohol; Liquor; Montreal, Quebec; Canada; Lower Canada (1)Alcohol; Massachusetts; United States; Flower, Francis (1)... View MoreDate Issued1900 - 1984 (21)1800 - 1899 (12)1700 - 1799 (5)1657 - 1699 (1) Statistics View Usage Statistics RSS Feeds RSS 1.0RSS 2.0Atom Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195544,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/10409,text/html,text/html,en,"Woman's Christian Temperance Union RG 51 Toggle navigation Login Toggle navigation Woman's Christian Temperance Union RG 51 Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 JavaScript is disabled for your browser. Some features of this site may not work without it. Woman's Christian Temperance Union RG 51 Browse by By Issue DateAuthorsTitlesSubjects Search within this collection: Go A collection of 11 minute books covering the period 1897-1965. Many of the books include newspaper clippings, handwritten notes, directories and programs. The books cover the following years of meetings: Book 1 covers 1913 - February 1965, Book 2 covers October 26, 1944 - September 28, 1952, Book 3 covers March 28, 1936 - May 31, 1945, Book 4 covers June 25, 1936 - May 30, 1940, Book 5 covers June 19, 1929 - 1935, Book 6 covers September 1926 - November 1933, Book 7 covers January 29, 1925 - October 29, 1932, Book 8 covers June 25, 1915 - April 13, 1929, Book 9 covers December 14, 1916 - June 1926, Book 10 covers April 22, 1915 - November 27, 1925, Book 11 covers September 28, 1897 - June 2, 1926. Click here to view the Woman's Christian Temperance Union finding aid: https://dr.library.brocku.ca/bitstream/handle/10464/13707/Woman%E2%80%99s%20Christian%20Temperance%20Union%20of%20the%20County%20of%20Lincoln%20fonds%20RG%2051.pdf=y Recent Submissions Selection of Meeting Notes from Book 11 ﻿ Unknown author (1897-1926) A selection of meeting notes and newspaper clippings from Book 11 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 10 ﻿ Unknown author (1915-1925) A selection of meeting notes and newspaper clippings from Book 10 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 9 ﻿ Unknown author (1916-1926) A selection of meeting notes and newspaper clippings from Book 9 of the Woman's Christian Temperance Union of the County of Lincoln. This book is focused mainly on renovations and changes to Alexandra Hall. Selection of Meeting Notes from Book 8 ﻿ Unknown author (1915-1929) A selection of meeting notes and newspaper clippings from Book 8 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 7 ﻿ Unknown author (1925-1932) A selection of meeting notes and newspaper clippings from Book 7 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 6 ﻿ Unknown author (1926-1933) A selection of meeting notes and newspaper clippings from Book 6 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 5 ﻿ Unknown author (1929-1935) A selection of meeting notes and newspaper clippings from Book 5 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 4 ﻿ Unknown author (1936-1940) A selection of meeting notes and newspaper clippings from Book 4 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 3 ﻿ Unknown author (1936-1945) A selection of meeting notes and newspaper clippings from Book 3 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 2 ﻿ Unknown author (1944-1952) A selection of meeting notes and newspaper clippings from Book 2 of the Woman's Christian Temperance Union of the County of Lincoln. Selection of Meeting Notes from Book 1 ﻿ Unknown author (1913-1965) A selection of meeting notes and newspaper clippings from Book 1 of the Woman's Christian Temperance Union of the County of Lincoln. View more Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Discover SubjectOntario (11)Temperance (11)Alexandra Hall (10)Lincoln (10)Lincoln County (1)... View More Statistics View Usage Statistics RSS Feeds RSS 1.0RSS 2.0Atom Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195553,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/10625,text/html,text/html,en,Selection of Meeting Notes from Book 8 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Selection of Meeting Notes from Book 8 View/Open Book8.pdf (42.65Mb) Date 1915-1929 Metadata Show full item record Abstract A selection of meeting notes and newspaper clippings from Book 8 of the Woman's Christian Temperance Union of the County of Lincoln. URI http://hdl.handle.net/10464/10625 Collections Woman's Christian Temperance Union RG 51 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback
195556,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/10629,text/html,text/html,en,Selection of Meeting Notes from Book 11 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Selection of Meeting Notes from Book 11 View/Open Book11.pdf (61.80Mb) Date 1897-1926 Metadata Show full item record Abstract A selection of meeting notes and newspaper clippings from Book 11 of the Woman's Christian Temperance Union of the County of Lincoln. URI http://hdl.handle.net/10464/10629 Collections Woman's Christian Temperance Union RG 51 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback
195558,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/10627,text/html,text/html,en,Selection of Meeting Notes from Book 9 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item Repository Home Archives & Special Collections Archival Resources Woman's Christian Temperance Union RG 51 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Selection of Meeting Notes from Book 9 View/Open book9.pdf (6.871Mb) Date 1916-1926 Metadata Show full item record Abstract A selection of meeting notes and newspaper clippings from Book 9 of the Woman's Christian Temperance Union of the County of Lincoln. This book is focused mainly on renovations and changes to Alexandra Hall. URI http://hdl.handle.net/10464/10627 Collections Woman's Christian Temperance Union RG 51 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback
195560,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14454,text/html,text/html,en,"The Evening Journal (St. Catharines), 2 July 1903 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Anne McPherson family fonds, 1852-2011 RG 380 View Item Repository Home Archives & Special Collections Archival Resources Anne McPherson family fonds, 1852-2011 RG 380 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. The Evening Journal (St. Catharines), 2 July 1903 View/Open O2_1Evening_Journal_July2_1903.pdf (17.79Mb) Date 1903-07-02 Metadata Show full item record Abstract An issue of The Evening Journal, 2 July 1903. This issue includes: ""Water Commission and Cataract Co'y"", ""At the Altar"", ""Ferocious Tramps"", ""Russia to the U.S."", ""Lord Strathcona"", ""The Weather"", ""Women's Institute Meetings"", ""Ousting Jamaica Fruit"", ""Lord Mondon Married"", ""Will Not Receive Deputation"", ""Canadian Received Degree"", ""Lord Celville Dead"", ""Athletics Win at Toronto"", ""Native Shrubbery"", ""Old Boys at Toronto"", ""China is Hard Up"", ""Basin Mills' Eruption"", ""Our Young Girls"", ""A Government Road"", ""Discussions in Parliament"", ""Disaster at Hanna"", etc. URI http://hdl.handle.net/10464/14454 Collections Anne McPherson family fonds, 1852-2011 RG 380 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195756,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13936,text/html,text/html,en,"Photograph - Drope Family Lake Lodge Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Drope Family Lake Lodge View/Open 2_23DropeChildren1.jpg (681.7Kb) Date ca. 1910 Metadata Show full item record Abstract A photograph of the Drope family at Lake Lodge, Grimsby ca. 1910. Listed in the photograph are the following: Julia Lillian Henrietta Hudson (Nelles) Drope, William John Drope, Gordon William Drope, John Harold Nelles Drope, Gladys Coyle Drope, Ida Nelles, Mrs. Samuel Nelles. URI http://hdl.handle.net/10464/13936 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195810,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13957,text/html,text/html,en,"The Lake Lodge Record (Vol. 2, no.1) 1917 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. The Lake Lodge Record (Vol. 2, no.1) 1917 View/Open 4_10Lake_Lodge_Record1917.pdf (18.37Mb) Date 1917 Metadata Show full item record Abstract The Lake Lodge Record 1917 contains a photograph of Flight Commander (Capt.) J.H.N. Drope of the Royal Flying Corps. Sports champions include: T. Shurly, J. Phin and A.O. Shurly. Photographs of men involved in the war were included: Pte. J.D. Watt of the 86th Battalion was wounded at Vimy Ridge. Pte. T.A.C. Jones was transferred to the 1st Battalion. Gunner F. Pinhey was in the 72nd Battery. The cricket team of 1917 is pictured as are the cricket teams of 1911 and 1905. There is a photograph of the 1915 hockey team. URI http://hdl.handle.net/10464/13957 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195916,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13958,text/html,text/html,en,"The Lake Lodge Record (Vol. 14, no. 2) 1929 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. The Lake Lodge Record (Vol. 14, no. 2) 1929 View/Open 4_10Lake_Lodge_Record1929.pdf (15.79Mb) Date 1929 Metadata Show full item record Abstract This book contains photographs of the 3 cricket teams for 1928-1929. The 3 rugby teams for 1929 are pictured as well as a group of cadets. URI http://hdl.handle.net/10464/13958 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195946,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13923,text/html,text/html,en,"Letter from Harold L. Grout to Gladys Drope Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Letter from Harold L. Grout to Gladys Drope View/Open 1_911May_1916p1.jpg (283.4Kb) 1_911May_1916p2.jpg (901.2Kb) 1_911May_1916p3.jpg (856.3Kb) 1_911May_1916p4.jpg (888.4Kb) 1_911May_1916p5.jpg (769.8Kb) Date 1916-05-11 Author Grout, Harold L. Metadata Show full item record Abstract A letter from a soldier, Harold L. Grout to Gladys Drope. In the letter, Grout discusses the ""76th"" and their location at Shorncliffe. He mentions Lake Lodge, ""You seem to be losing all your boys from 'Lake Lodge'. I hope this war doesn't last till they all have to go. Some say the first 7 years of it will be the worst. Hoping you are all well and remember me to all my friends at L.L. Yours sincerely, Driver Harold L. Grout 302189"". URI http://hdl.handle.net/10464/13923 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195948,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13922,text/html,text/html,en,"Post card to Gladys Drope Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Post card to Gladys Drope View/Open 1_9War_Postcardp1.jpg (211.1Kb) 1_9War_Postcardp2.jpg (319.7Kb) Date 1916-04-09 Metadata Show full item record Abstract A post card with an image of a soldier kissing the cheek of a girl. The post card is titled ""Tommy's Farewell"". The reverse of the post card is a brief message that is mostly faded. A couple of the lines read ""So I hope you will like this card seeing it came from France."" The card also mentions the trenches, but the writing is faded. URI http://hdl.handle.net/10464/13922 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195950,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13939,text/html,text/html,en,"Photograph - Edward and Gladys Hull Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Edward and Gladys Hull View/Open 2_26Ed_GladysWedding.jpg (227.2Kb) Date 1925 Metadata Show full item record Abstract A wedding photograph of Edward and Gladys Hull, 1925. URI http://hdl.handle.net/10464/13939 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195952,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13937,text/html,text/html,en,"Photograph - Drope Children Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Drope Children View/Open 2_23DropeChildren2.jpg (439.2Kb) Date 1903 Metadata Show full item record Abstract A photograph of the Drope children (Harold, Gordon, Gladys) ca. 1903. URI http://hdl.handle.net/10464/13937 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
195954,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/14002,text/html,text/html,en,"Photograph - Football Team, 1919 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Football Team, 1919 View/Open O_16FootballTeam1919.jpg (2.188Mb) Date 1919 Metadata Show full item record Abstract A photograph a football team (Lake Lodge School?). There is a list of names on the bottom of the photograph, including: T.A.C. Jones, W. Townsend, B. Peene, R. Watkins, J. Phin, N. Andrewes, W. Brown, H. Dawe, B. Baker, G. Eastman, W. Williams, F. Scarlett, K. Joyner, J. Atkins, E. Stock, J. Morris and L. Venning. URI http://hdl.handle.net/10464/14002 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
